fichier,n chiffres,nb de sequences
1 million de pi.txt,962,999040
carree_1M.txt,962,999039
1 million de pi.txt,963,999039
carree_1M.txt,963,999038
1 million de pi.txt,964,999038
carree_1M.txt,964,999037
1 million de pi.txt,965,999037
carree_1M.txt,965,999036
1 million de pi.txt,966,999036
carree_1M.txt,966,999035
1 million de pi.txt,967,999035
carree_1M.txt,967,999034
1 million de pi.txt,968,999034
carree_1M.txt,968,999033
1 million de pi.txt,969,999033
carree_1M.txt,969,999032
1 million de pi.txt,970,999032
carree_1M.txt,970,999031
1 million de pi.txt,971,999031
carree_1M.txt,971,999030
1 million de pi.txt,972,999030
carree_1M.txt,972,999029
1 million de pi.txt,973,999029
carree_1M.txt,973,999028
1 million de pi.txt,974,999028
carree_1M.txt,974,999027
1 million de pi.txt,975,999027
carree_1M.txt,975,999026
1 million de pi.txt,976,999026
carree_1M.txt,976,999025
1 million de pi.txt,977,999025
carree_1M.txt,977,999024
1 million de pi.txt,978,999024
carree_1M.txt,978,999023
1 million de pi.txt,979,999023
carree_1M.txt,979,999022
1 million de pi.txt,980,999022
carree_1M.txt,980,999021
1 million de pi.txt,981,999021
carree_1M.txt,981,999020
1 million de pi.txt,982,999020
carree_1M.txt,982,999019
1 million de pi.txt,983,999019
carree_1M.txt,983,999018
1 million de pi.txt,984,999018
carree_1M.txt,984,999017
1 million de pi.txt,985,999017
carree_1M.txt,985,999016
1 million de pi.txt,986,999016
carree_1M.txt,986,999015
1 million de pi.txt,987,999015
carree_1M.txt,987,999014
1 million de pi.txt,988,999014
carree_1M.txt,988,999013
1 million de pi.txt,989,999013
carree_1M.txt,989,999012
1 million de pi.txt,990,999012
carree_1M.txt,990,999011
1 million de pi.txt,991,999011
carree_1M.txt,991,999010
1 million de pi.txt,992,999010
carree_1M.txt,992,999009
1 million de pi.txt,993,999009
carree_1M.txt,993,999008
1 million de pi.txt,994,999008
carree_1M.txt,994,999007
1 million de pi.txt,995,999007
carree_1M.txt,995,999006
1 million de pi.txt,996,999006
carree_1M.txt,996,999005
1 million de pi.txt,997,999005
carree_1M.txt,997,999004
1 million de pi.txt,998,999004
carree_1M.txt,998,999003
1 million de pi.txt,999,999003
carree_1M.txt,999,999002
1 million de pi.txt,1000,999002
carree_1M.txt,1000,999001
